ReactomeID,Description,GeneRatio,BgRatio,pvalue,padj,geneID,geneName,EntrezID,Count,Up,Up_Gene_id,Down,Down_Gene_id
R-MMU-72766,Translation,11|294,219|8067,0.175714262,0.909619497,ENSMUSG00000048758/ENSMUSG00000067288/ENSMUSG00000034892/ENSMUSG00000032563/ENSMUSG00000049751/ENSMUSG00000041841/ENSMUSG00000041841/ENSMUSG00000003429/ENSMUSG00000031320/ENSMUSG00000033845/ENSMUSG00000008668,Rpl29/Rps28/Rps29/Mrpl3/Rpl36al/Rpl37/Rpl37rt/Rps11/Rps4x/Mrpl15/Rps18,19944/54127/20090/94062/66483/67281/100502825/27207/20102/27395/20084,11,3,ENSMUSG00000048758/ENSMUSG00000032563/ENSMUSG00000033845,7,ENSMUSG00000067288/ENSMUSG00000034892/ENSMUSG00000049751/ENSMUSG00000041841/ENSMUSG00000003429/ENSMUSG00000031320/ENSMUSG00000008668
R-MMU-112409,RAF-independent MAPK1/3 activation,2|294,21|8067,0.177059823,0.909619497,ENSMUSG00000019960/ENSMUSG00000034765,Dusp6/Dusp5,67603/240672,2,2,ENSMUSG00000019960/ENSMUSG00000034765,0,
R-MMU-2029485,Role of phospholipids in phagocytosis,2|294,21|8067,0.177059823,0.909619497,ENSMUSG00000026656/ENSMUSG00000041417,Fcgr2b/Pik3r1,14130/18708,2,0,,2,ENSMUSG00000026656/ENSMUSG00000041417
R-MMU-5654708,Downstream signaling of activated FGFR3,2|294,21|8067,0.177059823,0.909619497,ENSMUSG00000041417/ENSMUSG00000022101,Pik3r1/Fgf17,18708/14171,2,0,,2,ENSMUSG00000041417/ENSMUSG00000022101
R-MMU-421270,Cell-cell junction organization,3|294,40|8067,0.177725656,0.909619497,ENSMUSG00000031871/ENSMUSG00000031962/ENSMUSG00000068036,Cdh5/Cdh15/Afdn,12562/12555/17356,3,0,,3,ENSMUSG00000031871/ENSMUSG00000031962/ENSMUSG00000068036
R-MMU-194840,Rho GTPase cycle,7|294,128|8067,0.185764753,0.937313667,ENSMUSG00000054901/ENSMUSG00000002233/ENSMUSG00000039031/ENSMUSG00000027173/ENSMUSG00000024451/ENSMUSG00000017686/ENSMUSG00000020611,Arhgef33/Rhoc/Arhgap18/Depdc7/Arap3/Rhot1/Gna13,381112/11853/73910/211896/106952/59040/14674,7,2,ENSMUSG00000027173/ENSMUSG00000017686,5,ENSMUSG00000054901/ENSMUSG00000002233/ENSMUSG00000039031/ENSMUSG00000024451/ENSMUSG00000020611
R-MMU-112315,Transmission across Chemical Synapses,10|294,198|8067,0.186020712,0.937313667,ENSMUSG00000022841/ENSMUSG00000031344/ENSMUSG00000030108/ENSMUSG00000020428/ENSMUSG00000026824/ENSMUSG00000032562/ENSMUSG00000053819/ENSMUSG00000005357/ENSMUSG00000010066/ENSMUSG00000022220,Ap2m1/Gabrq/Slc6a13/Gabra6/Kcnj3/Gnai2/Camk2d/Slc1a6/Cacna2d2/Adcy4,11773/57249/14412/14399/16519/14678/108058/20513/56808/104110,10,1,ENSMUSG00000026824,9,ENSMUSG00000022841/ENSMUSG00000031344/ENSMUSG00000030108/ENSMUSG00000020428/ENSMUSG00000032562/ENSMUSG00000053819/ENSMUSG00000005357/ENSMUSG00000010066/ENSMUSG00000022220
R-MMU-3371571,HSF1-dependent transactivation,2|294,22|8067,0.190344925,0.942501849,ENSMUSG00000053819/ENSMUSG00000041548,Camk2d/Hspb8,108058/80888,2,0,,2,ENSMUSG00000053819/ENSMUSG00000041548
R-MMU-69190,DNA strand elongation,2|294,22|8067,0.190344925,0.942501849,ENSMUSG00000026134/ENSMUSG00000031821,Prim2/Gins2,19076/272551,2,1,ENSMUSG00000031821,1,ENSMUSG00000026134
R-MMU-397014,Muscle contraction,9|294,176|8067,0.192770551,0.942501849,ENSMUSG00000091898/ENSMUSG00000041460/ENSMUSG00000030730/ENSMUSG00000007097/ENSMUSG00000090122/ENSMUSG00000053819/ENSMUSG00000010066/ENSMUSG00000028465/ENSMUSG00000041329,Tnnc1/Cacna2d4/Atp2a1/Atp1a2/Kcne1l/Camk2d/Cacna2d2/Tln1/Atp1b2,21924/319734/11937/98660/66240/108058/56808/21894/11932,9,0,,9,ENSMUSG00000091898/ENSMUSG00000041460/ENSMUSG00000030730/ENSMUSG00000007097/ENSMUSG00000090122/ENSMUSG00000053819/ENSMUSG00000010066/ENSMUSG00000028465/ENSMUSG00000041329
R-MMU-157118,Signaling by NOTCH,3|294,42|8067,0.196287666,0.942501849,ENSMUSG00000010609/ENSMUSG00000038146/ENSMUSG00000029603,Psen2/Notch3/Dtx1,19165/18131/14357,3,0,,3,ENSMUSG00000010609/ENSMUSG00000038146/ENSMUSG00000029603
R-MMU-2424491,DAP12 signaling,3|294,42|8067,0.196287666,0.942501849,ENSMUSG00000091705/ENSMUSG00000041417/ENSMUSG00000067212,H2-Q2/Pik3r1/H2-T23,15013/18708/15040,3,0,,3,ENSMUSG00000091705/ENSMUSG00000041417/ENSMUSG00000067212
R-MMU-5576892,Phase 0 - rapid depolarisation,3|294,42|8067,0.196287666,0.942501849,ENSMUSG00000041460/ENSMUSG00000053819/ENSMUSG00000010066,Cacna2d4/Camk2d/Cacna2d2,319734/108058/56808,3,0,,3,ENSMUSG00000041460/ENSMUSG00000053819/ENSMUSG00000010066
R-MMU-5223345,Miscellaneous transport and binding events,2|294,23|8067,0.203757496,0.942501849,ENSMUSG00000038879/ENSMUSG00000007476,Nipal2/Lrrc8a,223473/241296,2,0,,2,ENSMUSG00000038879/ENSMUSG00000007476
R-MMU-5654716,Downstream signaling of activated FGFR4,2|294,23|8067,0.203757496,0.942501849,ENSMUSG00000041417/ENSMUSG00000022101,Pik3r1/Fgf17,18708/14171,2,0,,2,ENSMUSG00000041417/ENSMUSG00000022101
R-MMU-2428928,IRS-related events triggered by IGF1R,3|294,43|8067,0.205740768,0.942501849,ENSMUSG00000041417/ENSMUSG00000110206/ENSMUSG00000022101,Pik3r1/Flt3l/Fgf17,18708/14256/14171,3,1,ENSMUSG00000110206,2,ENSMUSG00000041417/ENSMUSG00000022101
R-MMU-2428924,IGF1R signaling cascade,3|294,44|8067,0.215295445,0.942501849,ENSMUSG00000041417/ENSMUSG00000110206/ENSMUSG00000022101,Pik3r1/Flt3l/Fgf17,18708/14256/14171,3,1,ENSMUSG00000110206,2,ENSMUSG00000041417/ENSMUSG00000022101
R-MMU-3000178,ECM proteoglycans,3|294,44|8067,0.215295445,0.942501849,ENSMUSG00000001506/ENSMUSG00000017344/ENSMUSG00000029661,Col1a1/Vtn/Col1a2,12842/22370/12843,3,0,,3,ENSMUSG00000001506/ENSMUSG00000017344/ENSMUSG00000029661
R-MMU-111933,Calmodulin induced events,2|294,24|8067,0.217270717,0.942501849,ENSMUSG00000004347/ENSMUSG00000022220,Pde1c/Adcy4,18575/104110,2,0,,2,ENSMUSG00000004347/ENSMUSG00000022220
R-MMU-111997,CaM pathway,2|294,24|8067,0.217270717,0.942501849,ENSMUSG00000004347/ENSMUSG00000022220,Pde1c/Adcy4,18575/104110,2,0,,2,ENSMUSG00000004347/ENSMUSG00000022220
R-MMU-1614635,Sulfur amino acid metabolism,2|294,24|8067,0.217270717,0.942501849,ENSMUSG00000103711/ENSMUSG00000028179,Tstd1/Cth,226654/107869,2,1,ENSMUSG00000103711,1,ENSMUSG00000028179
R-MMU-202040,G-protein activation,2|294,24|8067,0.217270717,0.942501849,ENSMUSG00000020660/ENSMUSG00000032562,Pomc/Gnai2,18976/14678,2,1,ENSMUSG00000020660,1,ENSMUSG00000032562
R-MMU-8955332,Carboxyterminal post-translational modifications of tubulin,2|294,24|8067,0.217270717,0.942501849,ENSMUSG00000012609/ENSMUSG00000026885,Ttll5/Ttll11,320244/74410,2,1,ENSMUSG00000026885,1,ENSMUSG00000012609
R-MMU-8963899,Plasma lipoprotein remodeling,2|294,24|8067,0.217270717,0.942501849,ENSMUSG00000002985/ENSMUSG00000029368,Apoe/Alb,11816/11657,2,0,,2,ENSMUSG00000002985/ENSMUSG00000029368
R-MMU-111885,Opioid Signalling,4|294,66|8067,0.219485774,0.942501849,ENSMUSG00000004347/ENSMUSG00000020660/ENSMUSG00000032562/ENSMUSG00000022220,Pde1c/Pomc/Gnai2/Adcy4,18575/18976/14678/104110,4,1,ENSMUSG00000020660,3,ENSMUSG00000004347/ENSMUSG00000032562/ENSMUSG00000022220
R-MMU-112314,Neurotransmitter receptors and postsynaptic signal transmission,7|294,135|8067,0.22191951,0.942501849,ENSMUSG00000022841/ENSMUSG00000031344/ENSMUSG00000020428/ENSMUSG00000026824/ENSMUSG00000032562/ENSMUSG00000053819/ENSMUSG00000022220,Ap2m1/Gabrq/Gabra6/Kcnj3/Gnai2/Camk2d/Adcy4,11773/57249/14399/16519/14678/108058/104110,7,1,ENSMUSG00000026824,6,ENSMUSG00000022841/ENSMUSG00000031344/ENSMUSG00000020428/ENSMUSG00000032562/ENSMUSG00000053819/ENSMUSG00000022220
R-MMU-2404192,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),3|294,45|8067,0.22494205,0.942501849,ENSMUSG00000041417/ENSMUSG00000110206/ENSMUSG00000022101,Pik3r1/Flt3l/Fgf17,18708/14256/14171,3,1,ENSMUSG00000110206,2,ENSMUSG00000041417/ENSMUSG00000022101
R-MMU-5683057,MAPK family signaling cascades,12|294,257|8067,0.227829386,0.942501849,ENSMUSG00000063838/ENSMUSG00000062312/ENSMUSG00000019960/ENSMUSG00000110206/ENSMUSG00000024620/ENSMUSG00000053819/ENSMUSG00000024366/ENSMUSG00000036533/ENSMUSG00000034765/ENSMUSG00000062991/ENSMUSG00000028465/ENSMUSG00000022101,Cdc42ep5/Erbb2/Dusp6/Flt3l/Pdgfrb/Camk2d/Gfra3/Cdc42ep3/Dusp5/Nrg1/Tln1/Fgf17,58804/13866/67603/14256/18596/108058/14587/260409/240672/211323/21894/14171,12,3,ENSMUSG00000019960/ENSMUSG00000110206/ENSMUSG00000034765,9,ENSMUSG00000063838/ENSMUSG00000062312/ENSMUSG00000024620/ENSMUSG00000053819/ENSMUSG00000024366/ENSMUSG00000036533/ENSMUSG00000062991/ENSMUSG00000028465/ENSMUSG00000022101
R-MMU-4420097,VEGFA-VEGFR2 Pathway,5|294,90|8067,0.230523481,0.942501849,ENSMUSG00000002602/ENSMUSG00000041417/ENSMUSG00000031871/ENSMUSG00000061878/ENSMUSG00000017670,Axl/Pik3r1/Cdh5/Sphk1/Elmo2,26362/18708/12562/20698/140579,5,1,ENSMUSG00000017670,4,ENSMUSG00000002602/ENSMUSG00000041417/ENSMUSG00000031871/ENSMUSG00000061878
R-MMU-1482839,Acyl chain remodelling of PE,2|294,25|8067,0.230859544,0.942501849,ENSMUSG00000028749/ENSMUSG00000040997,Pla2g2f/Abhd4,26971/105501,2,1,ENSMUSG00000028749,1,ENSMUSG00000040997
R-MMU-1489509,DAG and IP3 signaling,2|294,25|8067,0.230859544,0.942501849,ENSMUSG00000004347/ENSMUSG00000022220,Pde1c/Adcy4,18575/104110,2,0,,2,ENSMUSG00000004347/ENSMUSG00000022220
R-MMU-4090294,SUMOylation of intracellular receptors,2|294,25|8067,0.230859544,0.942501849,ENSMUSG00000037992/ENSMUSG00000032238,Rara/Rora,19401/19883,2,1,ENSMUSG00000037992,1,ENSMUSG00000032238
R-MMU-5654696,Downstream signaling of activated FGFR2,2|294,25|8067,0.230859544,0.942501849,ENSMUSG00000041417/ENSMUSG00000022101,Pik3r1/Fgf17,18708/14171,2,0,,2,ENSMUSG00000041417/ENSMUSG00000022101
R-MMU-1227986,Signaling by ERBB2,3|294,46|8067,0.234671125,0.942501849,ENSMUSG00000062312/ENSMUSG00000041417/ENSMUSG00000062991,Erbb2/Pik3r1/Nrg1,13866/18708/211323,3,0,,3,ENSMUSG00000062312/ENSMUSG00000041417/ENSMUSG00000062991
R-MMU-166520,Signaling by NTRKs,4|294,69|8067,0.243101066,0.942501849,ENSMUSG00000022841/ENSMUSG00000041417/ENSMUSG00000019960/ENSMUSG00000055254,Ap2m1/Pik3r1/Dusp6/Ntrk2,11773/18708/67603/18212,4,1,ENSMUSG00000019960,3,ENSMUSG00000022841/ENSMUSG00000041417/ENSMUSG00000055254
R-MMU-74752,Signaling by Insulin receptor,4|294,69|8067,0.243101066,0.942501849,ENSMUSG00000041417/ENSMUSG00000005534/ENSMUSG00000110206/ENSMUSG00000022101,Pik3r1/Insr/Flt3l/Fgf17,18708/16337/14256/14171,4,1,ENSMUSG00000110206,3,ENSMUSG00000041417/ENSMUSG00000005534/ENSMUSG00000022101
R-MMU-111996,Ca-dependent events,2|294,26|8067,0.244500612,0.942501849,ENSMUSG00000004347/ENSMUSG00000022220,Pde1c/Adcy4,18575/104110,2,0,,2,ENSMUSG00000004347/ENSMUSG00000022220
R-MMU-1592230,Mitochondrial biogenesis,2|294,26|8067,0.244500612,0.942501849,ENSMUSG00000021794/ENSMUSG00000064356,Glud1/ATP8,14661/17706,2,0,,2,ENSMUSG00000021794/ENSMUSG00000064356
R-MMU-2022854,Keratan sulfate biosynthesis,2|294,26|8067,0.244500612,0.942501849,ENSMUSG00000041559/ENSMUSG00000033114,Fmod/Slc35d2,14264/70484,2,0,,2,ENSMUSG00000041559/ENSMUSG00000033114
R-MMU-399719,Trafficking of AMPA receptors,2|294,26|8067,0.244500612,0.942501849,ENSMUSG00000022841/ENSMUSG00000053819,Ap2m1/Camk2d,11773/108058,2,0,,2,ENSMUSG00000022841/ENSMUSG00000053819
R-MMU-399721,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",2|294,26|8067,0.244500612,0.942501849,ENSMUSG00000022841/ENSMUSG00000053819,Ap2m1/Camk2d,11773/108058,2,0,,2,ENSMUSG00000022841/ENSMUSG00000053819
R-MMU-5654687,Downstream signaling of activated FGFR1,2|294,26|8067,0.244500612,0.942501849,ENSMUSG00000041417/ENSMUSG00000022101,Pik3r1/Fgf17,18708/14171,2,0,,2,ENSMUSG00000041417/ENSMUSG00000022101
R-MMU-416482,G alpha (12/13) signalling events,4|294,70|8067,0.251099138,0.942501849,ENSMUSG00000054901/ENSMUSG00000002233/ENSMUSG00000020611/ENSMUSG00000053646,Arhgef33/Rhoc/Gna13/Plxnb1,381112/11853/14674/235611,4,0,,4,ENSMUSG00000054901/ENSMUSG00000002233/ENSMUSG00000020611/ENSMUSG00000053646
R-MMU-1236974,ER-Phagosome pathway,2|294,27|8067,0.258172147,0.942501849,ENSMUSG00000091705/ENSMUSG00000067212,H2-Q2/H2-T23,15013/15040,2,0,,2,ENSMUSG00000091705/ENSMUSG00000067212
R-MMU-186763,Downstream signal transduction,2|294,27|8067,0.258172147,0.942501849,ENSMUSG00000041417/ENSMUSG00000024620,Pik3r1/Pdgfrb,18708/18596,2,0,,2,ENSMUSG00000041417/ENSMUSG00000024620
R-MMU-8863795,Downregulation of ERBB2 signaling,2|294,27|8067,0.258172147,0.942501849,ENSMUSG00000062312/ENSMUSG00000062991,Erbb2/Nrg1,13866/211323,2,0,,2,ENSMUSG00000062312/ENSMUSG00000062991
R-MMU-166658,Complement cascade,3|294,49|8067,0.264261733,0.942501849,ENSMUSG00000036896/ENSMUSG00000026874/ENSMUSG00000017344,C1qc/Hc/Vtn,12262/15139/22370,3,0,,3,ENSMUSG00000036896/ENSMUSG00000026874/ENSMUSG00000017344
R-MMU-190861,Gap junction assembly,2|294,28|8067,0.271853886,0.942501849,ENSMUSG00000046352/ENSMUSG00000034520,Gjb2/Gjc1,14619/14615,2,0,,2,ENSMUSG00000046352/ENSMUSG00000034520
R-MMU-9607240,FLT3 Signaling,11|294,243|8067,0.272422147,0.942501849,ENSMUSG00000062312/ENSMUSG00000041417/ENSMUSG00000019960/ENSMUSG00000110206/ENSMUSG00000024620/ENSMUSG00000053819/ENSMUSG00000024366/ENSMUSG00000034765/ENSMUSG00000062991/ENSMUSG00000028465/ENSMUSG00000022101,Erbb2/Pik3r1/Dusp6/Flt3l/Pdgfrb/Camk2d/Gfra3/Dusp5/Nrg1/Tln1/Fgf17,13866/18708/67603/14256/18596/108058/14587/240672/211323/21894/14171,11,3,ENSMUSG00000019960/ENSMUSG00000110206/ENSMUSG00000034765,8,ENSMUSG00000062312/ENSMUSG00000041417/ENSMUSG00000024620/ENSMUSG00000053819/ENSMUSG00000024366/ENSMUSG00000062991/ENSMUSG00000028465/ENSMUSG00000022101
R-MMU-2172127,DAP12 interactions,3|294,50|8067,0.27423036,0.942501849,ENSMUSG00000091705/ENSMUSG00000041417/ENSMUSG00000067212,H2-Q2/Pik3r1/H2-T23,15013/18708/15040,3,0,,3,ENSMUSG00000091705/ENSMUSG00000041417/ENSMUSG00000067212
R-MMU-418594,G alpha (i) signalling events,14|294,321|8067,0.281729859,0.942501849,ENSMUSG00000058571/ENSMUSG00000114755/ENSMUSG00000045731/ENSMUSG00000004347/ENSMUSG00000044014/ENSMUSG00000002985/ENSMUSG00000020660/ENSMUSG00000023078/ENSMUSG00000026874/ENSMUSG00000026643/ENSMUSG00000004630/ENSMUSG00000032562/ENSMUSG00000031220/ENSMUSG00000022220,Gpc6/Galr3/Pnoc/Pde1c/Npy5r/Apoe/Pomc/Cxcl13/Hc/Nmt2/Pcp2/Gnai2/Awat2/Adcy4,23888/14429/18155/18575/18168/11816/18976/55985/15139/18108/18545/14678/245532/104110,14,4,ENSMUSG00000044014/ENSMUSG00000020660/ENSMUSG00000026643/ENSMUSG00000031220,10,ENSMUSG00000058571/ENSMUSG00000114755/ENSMUSG00000045731/ENSMUSG00000004347/ENSMUSG00000002985/ENSMUSG00000023078/ENSMUSG00000026874/ENSMUSG00000004630/ENSMUSG00000032562/ENSMUSG00000022220
R-MMU-373080,Class B/2 (Secretin family receptors),3|294,51|8067,0.28423743,0.942501849,ENSMUSG00000024256/ENSMUSG00000029778/ENSMUSG00000038580,Adcyap1/Adcyap1r1/Sct,11516/11517/20287,3,0,,3,ENSMUSG00000024256/ENSMUSG00000029778/ENSMUSG00000038580
R-MMU-1592389,Activation of Matrix Metalloproteinases,2|294,29|8067,0.285526988,0.942501849,ENSMUSG00000000957/ENSMUSG00000001435,Mmp14/Col18a1,17387/12822,2,0,,2,ENSMUSG00000000957/ENSMUSG00000001435
R-MMU-352230,Amino acid transport across the plasma membrane,2|294,29|8067,0.285526988,0.942501849,ENSMUSG00000036814/ENSMUSG00000031297,Slc6a20a/Slc7a3,102680/11989,2,0,,2,ENSMUSG00000036814/ENSMUSG00000031297
R-MMU-392518,Signal amplification,2|294,29|8067,0.285526988,0.942501849,ENSMUSG00000032562/ENSMUSG00000020611,Gnai2/Gna13,14678/14674,2,0,,2,ENSMUSG00000032562/ENSMUSG00000020611
R-MMU-2022928,HS-GAG biosynthesis,2|294,30|8067,0.299173967,0.942501849,ENSMUSG00000058571/ENSMUSG00000033114,Gpc6/Slc35d2,23888/70484,2,0,,2,ENSMUSG00000058571/ENSMUSG00000033114
R-MMU-3769402,Deactivation of the beta-catenin transactivating complex,2|294,30|8067,0.299173967,0.942501849,ENSMUSG00000027985/ENSMUSG00000055799,Lef1/Tcf7l1,16842/21415,2,0,,2,ENSMUSG00000027985/ENSMUSG00000055799
R-MMU-2132295,MHC class II antigen presentation,5|294,101|8067,0.307481026,0.942501849,ENSMUSG00000032254/ENSMUSG00000022841/ENSMUSG00000031838/ENSMUSG00000038642/ENSMUSG00000040714,Kif23/Ap2m1/Ifi30/Ctss/Klc3,71819/11773/65972/13040/232943,5,0,,5,ENSMUSG00000032254/ENSMUSG00000022841/ENSMUSG00000031838/ENSMUSG00000038642/ENSMUSG00000040714
R-MMU-112308,Presynaptic depolarization and calcium channel opening,1|294,10|8067,0.310277485,0.942501849,ENSMUSG00000010066,Cacna2d2,56808,1,0,,1,ENSMUSG00000010066
R-MMU-190239,FGFR3 ligand binding and activation,1|294,10|8067,0.310277485,0.942501849,ENSMUSG00000022101,Fgf17,14171,1,0,,1,ENSMUSG00000022101
R-MMU-190372,FGFR3c ligand binding and activation,1|294,10|8067,0.310277485,0.942501849,ENSMUSG00000022101,Fgf17,14171,1,0,,1,ENSMUSG00000022101
R-MMU-190375,FGFR2c ligand binding and activation,1|294,10|8067,0.310277485,0.942501849,ENSMUSG00000022101,Fgf17,14171,1,0,,1,ENSMUSG00000022101
R-MMU-2122948,Activated NOTCH1 Transmits Signal to the Nucleus,1|294,10|8067,0.310277485,0.942501849,ENSMUSG00000029603,Dtx1,14357,1,0,,1,ENSMUSG00000029603
R-MMU-390471,Association of TriC/CCT with target proteins during biosynthesis,1|294,10|8067,0.310277485,0.942501849,ENSMUSG00000061878,Sphk1,20698,1,0,,1,ENSMUSG00000061878
R-MMU-399955,SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion,1|294,10|8067,0.310277485,0.942501849,ENSMUSG00000028465,Tln1,21894,1,0,,1,ENSMUSG00000028465
R-MMU-418457,cGMP effects,1|294,10|8067,0.310277485,0.942501849,ENSMUSG00000041119,Pde9a,18585,1,0,,1,ENSMUSG00000041119
R-MMU-446107,Type I hemidesmosome assembly,1|294,10|8067,0.310277485,0.942501849,ENSMUSG00000027111,Itga6,16403,1,0,,1,ENSMUSG00000027111
R-MMU-5140745,"WNT5A-dependent internalization of FZD2, FZD5 and ROR2",1|294,10|8067,0.310277485,0.942501849,ENSMUSG00000022841,Ap2m1,11773,1,0,,1,ENSMUSG00000022841
R-MMU-5654227,Phospholipase C-mediated cascade; FGFR3,1|294,10|8067,0.310277485,0.942501849,ENSMUSG00000022101,Fgf17,14171,1,0,,1,ENSMUSG00000022101
R-MMU-5658623,FGFRL1 modulation of FGFR1 signaling,1|294,10|8067,0.310277485,0.942501849,ENSMUSG00000022101,Fgf17,14171,1,0,,1,ENSMUSG00000022101
R-MMU-70635,Urea cycle,1|294,10|8067,0.310277485,0.942501849,ENSMUSG00000025991,Cps1,227231,1,0,,1,ENSMUSG00000025991
R-MMU-71384,Ethanol oxidation,1|294,10|8067,0.310277485,0.942501849,ENSMUSG00000035561,Aldh1b1,72535,1,1,ENSMUSG00000035561,0,
R-MMU-73614,Pyrimidine salvage,1|294,10|8067,0.310277485,0.942501849,ENSMUSG00000026839,Upp2,76654,1,0,,1,ENSMUSG00000026839
R-MMU-109606,Intrinsic Pathway for Apoptosis,2|294,31|8067,0.312778613,0.942501849,ENSMUSG00000024521/ENSMUSG00000040093,Pmaip1/Bmf,58801/171543,2,0,,2,ENSMUSG00000024521/ENSMUSG00000040093
R-MMU-196807,Nicotinate metabolism,2|294,31|8067,0.312778613,0.942501849,ENSMUSG00000032271/ENSMUSG00000032420,Nnmt/Nt5e,18113/23959,2,0,,2,ENSMUSG00000032271/ENSMUSG00000032420
R-MMU-186797,Signaling by PDGF,3|294,54|8067,0.314409545,0.942501849,ENSMUSG00000041417/ENSMUSG00000031538/ENSMUSG00000024620,Pik3r1/Plat/Pdgfrb,18708/18791/18596,3,0,,3,ENSMUSG00000041417/ENSMUSG00000031538/ENSMUSG00000024620
R-MMU-5673001,RAF/MAP kinase cascade,10|294,229|8067,0.324200821,0.942501849,ENSMUSG00000062312/ENSMUSG00000019960/ENSMUSG00000110206/ENSMUSG00000024620/ENSMUSG00000053819/ENSMUSG00000024366/ENSMUSG00000034765/ENSMUSG00000062991/ENSMUSG00000028465/ENSMUSG00000022101,Erbb2/Dusp6/Flt3l/Pdgfrb/Camk2d/Gfra3/Dusp5/Nrg1/Tln1/Fgf17,13866/67603/14256/18596/108058/14587/240672/211323/21894/14171,10,3,ENSMUSG00000019960/ENSMUSG00000110206/ENSMUSG00000034765,7,ENSMUSG00000062312/ENSMUSG00000024620/ENSMUSG00000053819/ENSMUSG00000024366/ENSMUSG00000062991/ENSMUSG00000028465/ENSMUSG00000022101
R-MMU-1638074,Keratan sulfate/keratin metabolism,2|294,32|8067,0.326325924,0.942501849,ENSMUSG00000041559/ENSMUSG00000033114,Fmod/Slc35d2,14264/70484,2,0,,2,ENSMUSG00000041559/ENSMUSG00000033114
R-MMU-437239,Recycling pathway of L1,2|294,32|8067,0.326325924,0.942501849,ENSMUSG00000022841/ENSMUSG00000031207,Ap2m1/Msn,11773/17698,2,0,,2,ENSMUSG00000022841/ENSMUSG00000031207
R-MMU-75105,Fatty acyl-CoA biosynthesis,2|294,32|8067,0.326325924,0.942501849,ENSMUSG00000037071/ENSMUSG00000025203,Scd1/Scd2,20249/20250,2,0,,2,ENSMUSG00000037071/ENSMUSG00000025203
R-MMU-6798695,Neutrophil degranulation,19|294,465|8067,0.335366069,0.942501849,ENSMUSG00000091705/ENSMUSG00000020717/ENSMUSG00000058099/ENSMUSG00000026656/ENSMUSG00000046834/ENSMUSG00000018774/ENSMUSG00000004609/ENSMUSG00000027435/ENSMUSG00000018042/ENSMUSG00000067212/ENSMUSG00000063234/ENSMUSG00000021069/ENSMUSG00000038642/ENSMUSG00000000290/ENSMUSG00000050721/ENSMUSG00000074272/ENSMUSG00000027995/ENSMUSG00000079015/ENSMUSG00000034993,H2-Q2/Pecam1/Nfam1/Fcgr2b/Krt1/Cd68/Cd33/Cd93/Cyb5r3/H2-T23/Gpr84/Pygl/Ctss/Itgb2/Plekho2/Ceacam1/Tlr2/Serpina1c/Vat1,15013/18613/74039/14130/16678/12514/12489/17064/109754/15040/80910/110095/13040/16414/102595/26365/24088/20702/26949,19,0,,19,ENSMUSG00000091705/ENSMUSG00000020717/ENSMUSG00000058099/ENSMUSG00000026656/ENSMUSG00000046834/ENSMUSG00000018774/ENSMUSG00000004609/ENSMUSG00000027435/ENSMUSG00000018042/ENSMUSG00000067212/ENSMUSG00000063234/ENSMUSG00000021069/ENSMUSG00000038642/ENSMUSG00000000290/ENSMUSG00000050721/ENSMUSG00000074272/ENSMUSG00000027995/ENSMUSG00000079015/ENSMUSG00000034993
R-MMU-1250347,SHC1 events in ERBB4 signaling,1|294,11|8067,0.335445466,0.942501849,ENSMUSG00000062991,Nrg1,211323,1,0,,1,ENSMUSG00000062991
R-MMU-1461973,Defensins,1|294,11|8067,0.335445466,0.942501849,ENSMUSG00000027995,Tlr2,24088,1,0,,1,ENSMUSG00000027995
R-MMU-190242,FGFR1 ligand binding and activation,1|294,11|8067,0.335445466,0.942501849,ENSMUSG00000022101,Fgf17,14171,1,0,,1,ENSMUSG00000022101
R-MMU-190322,FGFR4 ligand binding and activation,1|294,11|8067,0.335445466,0.942501849,ENSMUSG00000022101,Fgf17,14171,1,0,,1,ENSMUSG00000022101
R-MMU-193692,Regulated proteolysis of p75NTR,1|294,11|8067,0.335445466,0.942501849,ENSMUSG00000010609,Psen2,19165,1,0,,1,ENSMUSG00000010609
R-MMU-390666,Serotonin receptors,1|294,11|8067,0.335445466,0.942501849,ENSMUSG00000041380,Htr2c,15560,1,0,,1,ENSMUSG00000041380
R-MMU-418885,DCC mediated attractive signaling,1|294,11|8067,0.335445466,0.942501849,ENSMUSG00000020902,Ntn1,18208,1,0,,1,ENSMUSG00000020902
R-MMU-6785807,Interleukin-4 and Interleukin-13 signaling,1|294,11|8067,0.335445466,0.942501849,ENSMUSG00000017057,Il13ra1,16164,1,0,,1,ENSMUSG00000017057
R-MMU-74749,Signal attenuation,1|294,11|8067,0.335445466,0.942501849,ENSMUSG00000005534,Insr,16337,1,0,,1,ENSMUSG00000005534
R-MMU-879518,Transport of organic anions,1|294,11|8067,0.335445466,0.942501849,ENSMUSG00000029368,Alb,11657,1,0,,1,ENSMUSG00000029368
R-MMU-8854691,Interleukin-20 family signaling,1|294,11|8067,0.335445466,0.942501849,ENSMUSG00000044244,Il20rb,213208,1,1,ENSMUSG00000044244,0,
